# freq_Hz	asymmetry	error
9.3613636000e+07	-6.9878927328e-01	1.7967550089e-02
9.3621052000e+07	-6.6925182269e-01	1.1881717005e-02
9.3625000000e+07	-7.0202473440e-01	1.4101353824e-02
9.3636363000e+07	-7.0644979971e-01	1.5985631991e-02
9.3636842000e+07	-6.7703817410e-01	1.1013311072e-02
9.3647727000e+07	-7.0761926868e-01	1.7324862874e-02
9.3652631000e+07	-6.9053828036e-01	1.0212840934e-02
9.3659090000e+07	-7.0491983823e-01	1.7853245294e-02
9.3668421000e+07	-6.9420881019e-01	1.0376803559e-02
9.3670454000e+07	-7.1067861165e-01	1.6517114787e-02
9.3681818000e+07	-7.3447478100e-01	1.5338310586e-02
9.3684210000e+07	-6.8648500618e-01	1.1041308443e-02
9.3693181000e+07	-7.0683663596e-01	1.5263025344e-02
9.3700000000e+07	-6.8369085272e-01	1.0403007918e-02
9.3704545000e+07	-6.7086149509e-01	1.8046740163e-02
9.3715909000e+07	-6.9648773992e-01	1.6505845878e-02
9.3727272000e+07	-7.1036542721e-01	1.6964645128e-02
9.3738636000e+07	-6.9673058161e-01	1.5132820110e-02
9.3750000000e+07	-7.0688242953e-01	1.6720177043e-02
9.3761363000e+07	-7.2371562003e-01	1.1921346280e-02
9.3772727000e+07	-7.0151985684e-01	1.3602116162e-02
9.3784090000e+07	-7.1377686063e-01	1.6497959469e-02
9.3795454000e+07	-6.7866474800e-01	1.6892879006e-02
9.3806818000e+07	-7.0235279067e-01	1.6084898140e-02
9.3818181000e+07	-7.0810301273e-01	1.3070541766e-02
9.3829545000e+07	-6.9158983086e-01	1.5522318074e-02
9.3840909000e+07	-6.8089569615e-01	1.6569640122e-02
9.3852272000e+07	-7.0849639531e-01	1.6078562924e-02
9.3863636000e+07	-7.0409538854e-01	1.9321041433e-02
9.3875000000e+07	-7.0678858015e-01	1.5746029311e-02
9.3886363000e+07	-7.0715005836e-01	2.0091964527e-02
9.3897727000e+07	-7.0472932767e-01	1.5975638642e-02
9.3909090000e+07	-7.0282730351e-01	1.3679586074e-02
9.3920454000e+07	-6.9585576227e-01	1.8816985501e-02
9.3931818000e+07	-6.9567002932e-01	1.9048643091e-02
9.3943181000e+07	-6.9922599582e-01	1.6793847896e-02
9.3954545000e+07	-6.9249424998e-01	1.8796684687e-02
9.3965909000e+07	-6.7568327242e-01	1.5235392228e-02
9.3977272000e+07	-6.8838006110e-01	1.8474515315e-02
9.3988636000e+07	-7.1391896496e-01	1.6081291680e-02
9.4000000000e+07	-7.1306415307e-01	9.2980384810e-03
9.4011363000e+07	-7.1430107613e-01	1.3695023436e-02
9.4022727000e+07	-7.1716404706e-01	1.3432774989e-02
9.4034090000e+07	-7.1878510771e-01	1.1329037834e-02
9.4045454000e+07	-7.1877182002e-01	1.2641087675e-02
9.4056818000e+07	-6.9978607333e-01	1.3278004586e-02
9.4068181000e+07	-6.9140903003e-01	1.5548861764e-02
9.4079545000e+07	-7.0046787759e-01	1.1097972816e-02
9.4090909000e+07	-7.0879743626e-01	1.2500532861e-02
9.4102272000e+07	-7.0761889580e-01	1.0450246156e-02
9.4113636000e+07	-6.9667348339e-01	1.3244985124e-02
9.4125000000e+07	-6.9705269147e-01	1.2072161958e-02
9.4136363000e+07	-6.8893250316e-01	1.6359494027e-02
9.4147727000e+07	-6.9610834423e-01	1.4433369667e-02
9.4159090000e+07	-6.7834225977e-01	1.2831245279e-02
9.4170454000e+07	-6.8290092079e-01	1.2801324442e-02
9.4181818000e+07	-6.9053707021e-01	1.4120902347e-02
9.4193181000e+07	-6.6646193233e-01	1.3731614675e-02
9.4204545000e+07	-6.8338192197e-01	1.2696587396e-02
9.4215909000e+07	-6.9366336608e-01	1.1698314428e-02
9.4227272000e+07	-6.8441951543e-01	1.0955477875e-02
9.4238636000e+07	-7.0156491350e-01	1.2402172889e-02
9.4250000000e+07	-6.8405378387e-01	1.3275136273e-02
9.4261363000e+07	-7.3367763932e-01	1.3879044032e-02
9.4272727000e+07	-7.0695281211e-01	1.2894526573e-02
9.4284090000e+07	-7.2433527187e-01	1.3796585334e-02
9.4295454000e+07	-7.2196623059e-01	1.6356248000e-02
9.4306818000e+07	-7.3428702103e-01	1.0728698278e-02
9.4318181000e+07	-7.1522786285e-01	1.2497640084e-02
9.4329545000e+07	-7.3936421616e-01	1.4192146860e-02
9.4340909000e+07	-7.3242405867e-01	1.4323513874e-02
9.4352272000e+07	-7.1401159284e-01	1.5027962528e-02
9.4363636000e+07	-7.3784882108e-01	1.4205804899e-02
9.4375000000e+07	-6.8870512363e-01	1.2564493884e-02
9.4386363000e+07	-7.6464502879e-01	1.0567776135e-02
9.4397727000e+07	-7.2897897604e-01	1.5919049604e-02
9.4409090000e+07	-7.2234103981e-01	1.1720069859e-02
9.4420454000e+07	-7.3906797119e-01	1.1516485368e-02
9.4431818000e+07	-7.1672079667e-01	1.1093960250e-02
9.4443181000e+07	-7.0737982275e-01	9.5068486586e-03
9.4454545000e+07	-7.4775722451e-01	1.3037959769e-02
9.4465909000e+07	-7.4312452632e-01	1.1999671472e-02
9.4477272000e+07	-7.4019315071e-01	1.3807545139e-02
9.4488636000e+07	-7.0336676702e-01	1.2982952472e-02
9.4500000000e+07	-7.2183062157e-01	8.8093037236e-03
9.4511363000e+07	-7.0121516687e-01	1.0753509315e-02
9.4522727000e+07	-7.2024111256e-01	1.2498950901e-02
9.4534090000e+07	-6.9196937208e-01	8.5349303381e-03
9.4545454000e+07	-7.0560736078e-01	1.1445208472e-02
9.4556818000e+07	-7.1269363053e-01	1.1326652740e-02
9.4568181000e+07	-7.1178205915e-01	9.8735566579e-03
9.4579545000e+07	-7.0029264776e-01	1.1177391298e-02
9.4590909000e+07	-7.2434703631e-01	1.3058300367e-02
9.4602272000e+07	-7.2738352980e-01	1.3354557045e-02
9.4613636000e+07	-7.1715663750e-01	1.2445306398e-02
9.4625000000e+07	-7.2611027959e-01	1.2472538915e-02
9.4636363000e+07	-7.2602244183e-01	1.0151382767e-02
9.4647727000e+07	-7.2613108185e-01	1.1327864888e-02
9.4659090000e+07	-7.2904054365e-01	1.0884955019e-02
9.4670454000e+07	-7.3254695948e-01	1.0356611025e-02
9.4681818000e+07	-7.1033582357e-01	1.3173910849e-02
9.4693181000e+07	-7.2906099449e-01	1.2363899310e-02
9.4704545000e+07	-7.1681764774e-01	1.1898748894e-02
9.4715909000e+07	-7.0925312133e-01	1.3347718877e-02
9.4727272000e+07	-7.4136229740e-01	1.3324157311e-02
9.4738636000e+07	-7.1692557475e-01	1.1614231572e-02
9.4750000000e+07	-7.0351480073e-01	1.1722541628e-02
9.4761363000e+07	-7.1414736448e-01	1.1286731386e-02
9.4772727000e+07	-7.2907546828e-01	1.1252443506e-02
9.4784090000e+07	-6.9348839044e-01	1.3519240948e-02
9.4795454000e+07	-7.2904803607e-01	1.1145055993e-02
9.4806818000e+07	-7.0748231574e-01	1.1183712525e-02
9.4818181000e+07	-7.2444453518e-01	1.2446001420e-02
9.4829545000e+07	-7.0894236408e-01	1.1362445014e-02
9.4840909000e+07	-7.1085022223e-01	1.0600121691e-02
9.4852272000e+07	-7.1417933176e-01	1.1929075211e-02
9.4863636000e+07	-7.2169911528e-01	1.0074758420e-02
9.4875000000e+07	-7.1670201446e-01	1.1797753829e-02
9.4886363000e+07	-7.2294465981e-01	1.4042186326e-02
9.4897727000e+07	-7.0001698070e-01	8.9623726835e-03
9.4909090000e+07	-7.1491464870e-01	1.2124316886e-02
9.4920454000e+07	-6.9353313705e-01	9.3504217542e-03
9.4931818000e+07	-6.7697471527e-01	1.1464475666e-02
9.4943181000e+07	-6.8572996764e-01	1.2235722914e-02
9.4954545000e+07	-6.7600759639e-01	1.3521081013e-02
9.4965909000e+07	-6.9950101023e-01	1.3167594089e-02
9.4977272000e+07	-6.7953366962e-01	1.4942291134e-02
9.4988636000e+07	-6.9321108091e-01	1.4035991880e-02
9.5000000000e+07	-7.2369523766e-01	1.4276443884e-02
