# freq_Hz	asymmetry	error
9.2748979000e+07	-6.8837449037e-01	1.7806279381e-02
9.2759183000e+07	-7.5001598012e-01	1.3229676302e-02
9.2769387000e+07	-7.5710586034e-01	1.7630626815e-02
9.2779591000e+07	-7.7758793323e-01	1.1192325528e-02
9.2780000000e+07	-7.9475847758e-01	1.4399558772e-02
9.2789795000e+07	-8.2406985443e-01	1.4658057950e-02
9.2790196000e+07	-8.2431209485e-01	1.6527453657e-02
9.2800000000e+07	-8.1618557278e-01	1.4007187553e-02
9.2800392000e+07	-8.0875316993e-01	1.4515212182e-02
9.2810588000e+07	-7.9133642778e-01	1.3156539471e-02
9.2820784000e+07	-7.9981363204e-01	1.5152270794e-02
9.2830980000e+07	-8.1551431607e-01	1.6471493114e-02
9.2841176000e+07	-7.8592409766e-01	1.5137769659e-02
9.2851372000e+07	-7.8718478706e-01	1.4723045903e-02
9.2861568000e+07	-8.1460406771e-01	1.2794082705e-02
9.2871764000e+07	-8.0454859723e-01	1.5935154653e-02
9.2881960000e+07	-7.7909717600e-01	1.5467515396e-02
9.2892156000e+07	-7.5956067061e-01	1.3684326888e-02
9.2902352000e+07	-7.8256509277e-01	1.4827880071e-02
9.2912549000e+07	-7.6625770228e-01	1.6023877428e-02
9.2922745000e+07	-7.7482578892e-01	1.3110113303e-02
9.2932941000e+07	-7.2673569766e-01	1.4003850563e-02
9.2943137000e+07	-7.5463621452e-01	1.4517936813e-02
9.2953333000e+07	-7.3317718805e-01	1.5763303221e-02
9.2963529000e+07	-7.4093758017e-01	1.4489612406e-02
9.2973725000e+07	-7.3946922685e-01	1.4981227924e-02
9.2983921000e+07	-7.4631099624e-01	1.5498515242e-02
9.2994117000e+07	-7.8777978442e-01	1.9451170447e-02
9.3004313000e+07	-7.7116927651e-01	1.7144512083e-02
9.3014509000e+07	-7.7044304918e-01	1.6812419652e-02
9.3024705000e+07	-8.1599030326e-01	1.5181344809e-02
9.3034901000e+07	-7.8424572813e-01	1.4406309378e-02
9.3045098000e+07	-8.0654884555e-01	1.5214579251e-02
9.3055294000e+07	-7.8477797766e-01	1.1966700982e-02
9.3065490000e+07	-8.0226474731e-01	1.4540842577e-02
9.3075686000e+07	-7.9046354109e-01	1.5965989637e-02
9.3085882000e+07	-7.8918027894e-01	1.4701721550e-02
9.3096078000e+07	-7.9437259624e-01	1.3677712157e-02
9.3106274000e+07	-8.3175738096e-01	1.7595148995e-02
9.3116470000e+07	-7.9563971801e-01	1.3159413443e-02
9.3126666000e+07	-7.9698374531e-01	1.5827288402e-02
9.3136862000e+07	-7.7894235006e-01	1.3999002949e-02
9.3147058000e+07	-7.8422006934e-01	1.7711486719e-02
9.3157254000e+07	-8.2632764158e-01	1.3350428799e-02
9.3167450000e+07	-8.0935757755e-01	1.7917900659e-02
9.3177647000e+07	-8.0310313990e-01	1.8483033011e-02
9.3187843000e+07	-8.1320135777e-01	1.6373592987e-02
9.3198039000e+07	-7.7957864709e-01	1.3123077141e-02
9.3208235000e+07	-7.9328286546e-01	1.5514126458e-02
9.3218431000e+07	-7.9586550677e-01	1.2352525212e-02
9.3228627000e+07	-8.1759749945e-01	1.4848730424e-02
9.3238823000e+07	-8.2166758274e-01	1.5094685852e-02
9.3249019000e+07	-7.8707338434e-01	1.4464779974e-02
9.3259215000e+07	-7.8433184370e-01	1.4591843321e-02
9.3269411000e+07	-8.0349916802e-01	1.4488142939e-02
9.3279607000e+07	-7.8665372300e-01	1.4196971542e-02
9.3289803000e+07	-7.8892724521e-01	1.3352485401e-02
9.3300000000e+07	-7.9387746814e-01	1.5260646892e-02
