pumping,freq,signal,scan_id
F1=1,17331.573398,0.1914285200000079,2
F1=1,17331.573481,0.30096709999999166,2
F1=1,17331.573491,0.30041536000000274,2
F1=1,17331.573504,0.7126168900000027,2
F1=1,17331.573514,0.2977500399999925,2
F1=1,17331.573565,0.6004089599999999,2
F1=1,17331.573572,0.9988676099999926,2
F1=1,17331.573583,0.3133870800000021,2
F1=1,17331.573602,0.5982081299999987,2
F1=1,17331.573664,-0.10391722000000549,2
F1=1,17331.573688,0.09679019000000168,2
F1=1,17331.573711,-0.0010239599999911065,2
F1=1,17331.573711,0.5019572199999972,2
F1=1,17331.573724,0.2969528600000009,2
F1=1,17331.573799,0.3951250100000094,2
F1=1,17331.573814,0.7891565699999905,2
F1=1,17331.573816,0.10596557999999419,2
F1=1,17331.573844,0.20063616000000545,2
F1=1,17331.573942,0.6935830699999997,2
F1=1,17331.573962,-0.39665267999999004,2
F1=1,17331.573962,0.6925975399999973,2
F1=1,17331.573969,0.3927494800000014,2
F1=1,17331.574063,0.6065335199999984,2
F1=1,17331.574068,-0.1978481800000057,2
F1=1,17331.574106,-0.10655949000000439,2
F1=1,17331.574106,0.19553001000000522,2
F1=1,17331.574135,0.2044211599999952,2
F1=1,17331.574135,1.1017461699999893,2
F1=1,17331.574171,0.5022837700000131,2
F1=1,17331.574194,0.505120809999998,2
F1=1,17331.574206,0.6003300399999953,2
F1=1,17331.574206,0.697567190000002,2
F1=1,17331.574215,-0.09422787999999799,2
F1=1,17331.574276,0.7018875099999932,2
F1=1,17331.574319,0.002893459999994832,2
F1=1,17331.574319,0.7962830200000011,2
F1=1,17331.574332,0.3992183499999897,2
F1=1,17331.574393,0.4093994900000118,2
F1=1,17331.57443,0.3036448099999924,2
F1=1,17331.574444,0.09538813999999832,2
F1=1,17331.574444,0.20936517000001453,2
F1=1,17331.574445,0.10545338000000509,2
F1=1,17331.574464,0.6062183599999942,2
F1=1,17331.574512,0.39466501000000037,2
F1=1,17331.574553,0.5973158500000054,2
F1=1,17331.574565,0.503470110000011,2
F1=1,17331.574582,0.2968575400000025,2
F1=1,17331.574596,0.30586264999999735,2
F1=1,17331.574632,0.4994941299999991,2
F1=1,17331.574641,0.6135351999999948,2
F1=1,17331.574711,0.09253764000000089,2
F1=1,17331.574711,0.40150165000000654,2
F1=1,17331.574741,-0.202410779999993,2
F1=1,17331.574744,1.2060304199999965,2
F1=1,17331.574802,0.19396455999999831,2
F1=1,17331.574802,0.30157326000000084,2
F1=1,17331.574823,0.20105591999999742,2
F1=1,17331.574878,0.4020972700000027,2
F1=1,17331.574918,-0.1036039399999946,2
F1=1,17331.574918,0.099611980000007,2
F1=1,17331.574933,0.09920898999999804,2
F1=1,17331.574952,0.1963542100000012,2
F1=1,17331.575,0.001007850000003323,2
F1=1,17331.575035,0.1039424000000073,2
F1=1,17331.575035,0.40126651999999646,2
F1=1,17331.575058,0.39772409999999625,2
F1=1,17331.575061,0.09972187000000261,2
F1=1,17331.575063,-0.39693782000000005,2
F1=1,17331.575078,0.005911919999999,2
F1=1,17331.575123,0.20028432000000557,2
F1=1,17331.575152,0.39896422999999515,2
F1=1,17331.575152,0.39916308999999317,2
