# freq_Hz	asymmetry	error
9.1000000000e+07	-8.4984409510e-01	1.4951477510e-02
9.1010169000e+07	-9.0249758309e-01	2.0794713456e-02
9.1020338000e+07	-8.6337341590e-01	1.9298292355e-02
9.1030508000e+07	-8.6259229439e-01	1.8223868582e-02
9.1040677000e+07	-8.8367029845e-01	2.1176387223e-02
9.1050847000e+07	-8.3700917157e-01	2.0301267474e-02
9.1061016000e+07	-8.9273666371e-01	2.5193957195e-02
9.1071186000e+07	-8.5649332377e-01	2.6225719498e-02
9.1081355000e+07	-9.0894347625e-01	2.8075926142e-02
9.1091525000e+07	-8.4965160598e-01	1.6081898188e-02
9.1101694000e+07	-9.0301570038e-01	1.6105405615e-02
9.1111864000e+07	-8.8601663339e-01	2.0390209828e-02
9.1122033000e+07	-8.8344269995e-01	2.1430696094e-02
9.1132203000e+07	-8.9606490784e-01	2.4912537016e-02
9.1142372000e+07	-8.4721391906e-01	2.3910318648e-02
9.1152542000e+07	-8.6097618767e-01	2.2673764193e-02
9.1162711000e+07	-8.7672618235e-01	1.8068030567e-02
9.1172881000e+07	-8.8411743705e-01	2.3270069519e-02
9.1183050000e+07	-8.2473336097e-01	1.6913702068e-02
9.1193220000e+07	-8.8033454797e-01	1.9729769642e-02
9.1203389000e+07	-8.7571016074e-01	2.3744398677e-02
9.1213559000e+07	-8.5256857047e-01	1.8387658324e-02
9.1223728000e+07	-8.7598417558e-01	1.6780869053e-02
9.1233898000e+07	-8.7503331416e-01	2.0447807639e-02
9.1244067000e+07	-8.6936423763e-01	2.1121060280e-02
9.1254237000e+07	-8.4804100060e-01	2.5500277337e-02
9.1264406000e+07	-8.5818927082e-01	2.3359017573e-02
9.1274576000e+07	-8.5639324985e-01	1.4275481901e-02
9.1284745000e+07	-8.5019696013e-01	2.1258050808e-02
9.1294915000e+07	-8.2563622992e-01	1.8716046488e-02
9.1305084000e+07	-8.5900165938e-01	1.8223941786e-02
9.1315254000e+07	-8.8201533174e-01	2.3960419678e-02
9.1325423000e+07	-8.6127535335e-01	2.1554818172e-02
9.1335593000e+07	-8.7505984876e-01	2.0500859493e-02
9.1345762000e+07	-8.6494167627e-01	2.5943842794e-02
9.1355932000e+07	-8.9762002556e-01	1.4525926314e-02
9.1366101000e+07	-8.1755802023e-01	2.6703209352e-02
9.1376271000e+07	-8.6711376968e-01	1.9881902657e-02
9.1386440000e+07	-8.9091019730e-01	2.0231180642e-02
9.1396610000e+07	-8.6514737213e-01	1.8089688869e-02
9.1406779000e+07	-8.5583271576e-01	1.6427440666e-02
9.1416949000e+07	-8.5457913225e-01	2.2849610846e-02
9.1427118000e+07	-8.3414407054e-01	1.7745524172e-02
9.1437288000e+07	-8.7406083223e-01	2.2868019025e-02
9.1447457000e+07	-8.6087150731e-01	2.2638537845e-02
9.1457627000e+07	-8.5801578522e-01	2.1223181610e-02
9.1467796000e+07	-8.8097027018e-01	1.8178105665e-02
9.1477966000e+07	-9.1024085341e-01	1.4164139180e-02
9.1488135000e+07	-8.8129602560e-01	2.3132952414e-02
9.1498305000e+07	-8.7306723664e-01	1.9232783031e-02
9.1508474000e+07	-8.3636180384e-01	1.4100229858e-02
9.1518644000e+07	-8.6274981368e-01	1.4613901500e-02
9.1528813000e+07	-8.4559357109e-01	1.9763151945e-02
9.1538983000e+07	-8.5300683791e-01	1.5279893763e-02
9.1549152000e+07	-8.7042024398e-01	1.8255017912e-02
9.1559322000e+07	-8.5861312673e-01	1.4866820721e-02
9.1569491000e+07	-8.5442506801e-01	1.9769188406e-02
9.1579661000e+07	-8.3280667593e-01	1.8848296152e-02
9.1589830000e+07	-8.5967155363e-01	2.0342610866e-02
9.1600000000e+07	-8.5804011906e-01	1.2202550261e-02
9.1610169000e+07	-8.5959701726e-01	2.2077063032e-02
9.1620338000e+07	-8.3561244438e-01	1.8596976816e-02
9.1630508000e+07	-8.8134521121e-01	2.0416733911e-02
9.1640677000e+07	-8.5494927721e-01	1.7686525582e-02
9.1650847000e+07	-8.8740047091e-01	1.9251839464e-02
9.1661016000e+07	-8.8654292672e-01	1.6960580333e-02
9.1671186000e+07	-8.4101050173e-01	2.2202328267e-02
9.1681355000e+07	-8.5082191747e-01	2.3626144681e-02
9.1691525000e+07	-8.6291501645e-01	2.0411478612e-02
9.1701694000e+07	-8.6500929656e-01	1.7850375012e-02
9.1711864000e+07	-8.5904512790e-01	2.5401016655e-02
9.1722033000e+07	-8.6207161097e-01	2.6178417291e-02
9.1732203000e+07	-8.3161408532e-01	1.9820360357e-02
9.1742372000e+07	-8.9809380321e-01	2.3452119760e-02
9.1752542000e+07	-8.7617576219e-01	2.1691088516e-02
9.1762711000e+07	-8.6031287438e-01	1.8513814056e-02
9.1772881000e+07	-8.1031379346e-01	1.3069470680e-02
9.1783050000e+07	-8.6158996480e-01	1.5271389814e-02
9.1793220000e+07	-8.7640518873e-01	1.9060130514e-02
9.1803389000e+07	-8.8053397153e-01	2.1614417014e-02
9.1813559000e+07	-8.7553801017e-01	2.0359311365e-02
9.1823728000e+07	-8.4316494168e-01	1.9167363604e-02
9.1833898000e+07	-8.6362552030e-01	2.0393659672e-02
9.1844067000e+07	-8.6028307153e-01	1.4848385772e-02
9.1854237000e+07	-8.6862949652e-01	2.2483496618e-02
9.1864406000e+07	-8.7326363555e-01	2.6895289260e-02
9.1874576000e+07	-8.6687623852e-01	2.3121673049e-02
9.1884745000e+07	-8.9679340790e-01	1.8284515342e-02
9.1894915000e+07	-8.6466824324e-01	2.2060948648e-02
9.1905084000e+07	-8.5393253856e-01	1.5255654952e-02
9.1915254000e+07	-8.5644254088e-01	2.1175946160e-02
9.1925423000e+07	-8.6302300878e-01	1.5763634880e-02
9.1935593000e+07	-8.5705150225e-01	1.7680661222e-02
9.1945762000e+07	-8.6367511395e-01	1.2828764410e-02
9.1955932000e+07	-8.4993008665e-01	2.4985794463e-02
9.1966101000e+07	-9.0531406720e-01	2.1257234280e-02
9.1976271000e+07	-8.9812084690e-01	2.0724873577e-02
9.1986440000e+07	-8.9565756816e-01	1.5656210802e-02
9.1996610000e+07	-8.6149762024e-01	2.9864634407e-02
9.2006779000e+07	-8.6171218925e-01	2.3707466834e-02
9.2016949000e+07	-8.4944307411e-01	1.6914511868e-02
9.2027118000e+07	-8.4166776144e-01	2.5887236088e-02
9.2037288000e+07	-9.0938918806e-01	2.2194320551e-02
9.2047457000e+07	-8.5222047637e-01	2.5366706434e-02
9.2057627000e+07	-8.4949472534e-01	2.0970019704e-02
9.2067796000e+07	-8.4395524675e-01	2.2042415274e-02
9.2077966000e+07	-8.2747424582e-01	2.1047073489e-02
9.2088135000e+07	-8.7633325183e-01	1.7570198984e-02
9.2098305000e+07	-8.6088613174e-01	1.7526804163e-02
9.2108474000e+07	-8.3980235584e-01	2.1162016806e-02
9.2118644000e+07	-8.8819288530e-01	1.8553348137e-02
9.2128813000e+07	-8.4474835991e-01	2.0825197463e-02
9.2138983000e+07	-8.6021534584e-01	1.8787504307e-02
9.2149152000e+07	-8.8792091760e-01	2.7191504522e-02
9.2159322000e+07	-8.6401435575e-01	2.6028496001e-02
9.2169491000e+07	-8.6036765105e-01	2.1305621231e-02
9.2179661000e+07	-8.4346178352e-01	1.6618338110e-02
9.2189830000e+07	-8.5263023378e-01	2.0046766556e-02
9.2200000000e+07	-8.3679471498e-01	1.6611582641e-02
9.2210169000e+07	-8.4255153425e-01	1.6651417856e-02
9.2220338000e+07	-8.4288907460e-01	1.8516096597e-02
9.2230508000e+07	-8.6733740249e-01	1.7392994566e-02
9.2240677000e+07	-9.0118350583e-01	1.7411467722e-02
9.2250847000e+07	-8.4861526912e-01	2.5226334105e-02
9.2261016000e+07	-8.6403082881e-01	1.6828551980e-02
9.2271186000e+07	-8.4934842720e-01	1.8830808723e-02
9.2281355000e+07	-8.7335658800e-01	2.3573219511e-02
9.2291525000e+07	-8.3322236258e-01	2.4736239513e-02
9.2301694000e+07	-8.6696247936e-01	1.9028019834e-02
9.2311864000e+07	-8.3729441517e-01	2.1547761489e-02
9.2322033000e+07	-8.9049546399e-01	2.1092525399e-02
9.2332203000e+07	-8.9121913696e-01	1.9334147136e-02
9.2342372000e+07	-8.6429010768e-01	2.0960228802e-02
9.2352542000e+07	-9.0340572494e-01	1.4878193631e-02
9.2362711000e+07	-8.7198656805e-01	1.7409226899e-02
9.2372881000e+07	-8.6555063353e-01	1.6922046292e-02
9.2383050000e+07	-8.7586843587e-01	1.6701643748e-02
9.2393220000e+07	-8.4413518915e-01	1.5456672121e-02
9.2403389000e+07	-8.6189504876e-01	1.2815822634e-02
9.2413559000e+07	-8.5079574657e-01	1.9168659119e-02
9.2423728000e+07	-8.7668737185e-01	1.8253669298e-02
9.2433898000e+07	-8.7866036414e-01	1.8316959715e-02
9.2444067000e+07	-8.5118556608e-01	1.3475211872e-02
9.2454237000e+07	-8.5962387176e-01	2.0961436402e-02
9.2464406000e+07	-8.9650914882e-01	1.9731778376e-02
9.2474576000e+07	-8.6984979878e-01	1.9920499657e-02
9.2484745000e+07	-8.6590115500e-01	2.1117561157e-02
9.2494915000e+07	-8.4107083928e-01	2.3258072062e-02
9.2505084000e+07	-8.2465606773e-01	2.3206030794e-02
9.2515254000e+07	-7.7116761796e-01	2.6228851343e-02
9.2525423000e+07	-7.5529305609e-01	1.4302810112e-02
9.2535593000e+07	-7.1879886257e-01	2.3838461519e-02
9.2545762000e+07	-6.7636403719e-01	1.8828005605e-02
9.2555932000e+07	-7.0354591738e-01	1.4876007294e-02
9.2566101000e+07	-7.3170419540e-01	2.1401496732e-02
9.2576271000e+07	-7.6487158424e-01	1.7068000675e-02
9.2586440000e+07	-7.1206611800e-01	2.0627319439e-02
9.2596610000e+07	-7.1611217358e-01	1.9135108057e-02
9.2606779000e+07	-7.3767585734e-01	2.4675938143e-02
9.2616949000e+07	-7.0979047538e-01	1.5695301120e-02
9.2627118000e+07	-7.2578000301e-01	2.2359660569e-02
9.2637288000e+07	-7.5291115294e-01	1.9069135925e-02
9.2647457000e+07	-8.0344500182e-01	1.6890355339e-02
9.2657627000e+07	-8.8066024849e-01	2.4441872913e-02
9.2667796000e+07	-8.6064551534e-01	1.5942499843e-02
9.2677966000e+07	-8.7786088430e-01	1.8875556269e-02
9.2688135000e+07	-8.7536264033e-01	1.7441706424e-02
9.2698305000e+07	-8.9376357458e-01	1.5079369751e-02
9.2708474000e+07	-8.6074753596e-01	2.1154351939e-02
9.2718644000e+07	-8.5209619270e-01	1.6914723298e-02
9.2728813000e+07	-8.3637417415e-01	1.6029085986e-02
9.2738983000e+07	-8.8420608551e-01	2.7620777730e-02
9.2749152000e+07	-9.0035809483e-01	1.6101791383e-02
9.2759322000e+07	-8.5385269617e-01	1.9362746829e-02
9.2769491000e+07	-8.7916729026e-01	1.9828421728e-02
9.2779661000e+07	-8.6194114878e-01	1.4884555341e-02
9.2789830000e+07	-8.3717503005e-01	1.6181281193e-02
9.2800000000e+07	-8.6473290672e-01	1.3352114906e-02
9.2810169000e+07	-8.6214012900e-01	1.3511887574e-02
9.2820338000e+07	-8.2723560363e-01	1.2046461014e-02
9.2830508000e+07	-8.9194790096e-01	1.8147568734e-02
9.2840677000e+07	-8.6578590271e-01	2.0983535349e-02
9.2850847000e+07	-8.5420205766e-01	1.9458191888e-02
9.2861016000e+07	-8.7780089665e-01	1.8944328393e-02
9.2871186000e+07	-8.3810537238e-01	1.5175106169e-02
9.2881355000e+07	-8.6024481347e-01	1.6012960955e-02
9.2891525000e+07	-8.9782970383e-01	1.8838921509e-02
9.2901694000e+07	-8.9528173490e-01	1.4164496596e-02
9.2911864000e+07	-8.5726851667e-01	1.1204713898e-02
9.2922033000e+07	-8.6128696501e-01	2.0621342717e-02
9.2932203000e+07	-8.4794265511e-01	1.6478646037e-02
9.2942372000e+07	-8.7599508486e-01	1.8436040679e-02
9.2952542000e+07	-8.4771154178e-01	1.5723638251e-02
9.2962711000e+07	-8.7512360638e-01	1.4813035782e-02
9.2972881000e+07	-8.7708450568e-01	2.2923311653e-02
9.2983050000e+07	-8.6761827027e-01	1.6044353354e-02
9.2993220000e+07	-8.5190207796e-01	1.3464329117e-02
9.3003389000e+07	-8.5231165401e-01	2.2856192430e-02
9.3013559000e+07	-8.7036058265e-01	2.0454333928e-02
9.3023728000e+07	-8.5305771694e-01	1.8484287188e-02
9.3033898000e+07	-8.7386806957e-01	1.7774877784e-02
9.3044067000e+07	-8.5618335343e-01	1.6435254412e-02
9.3054237000e+07	-8.8283445914e-01	1.4534985035e-02
9.3064406000e+07	-8.5832227634e-01	2.3935346232e-02
9.3074576000e+07	-8.6030219414e-01	1.7097443404e-02
9.3084745000e+07	-8.7768374093e-01	1.8081558806e-02
9.3094915000e+07	-8.7654765932e-01	2.1612280504e-02
9.3100000000e+07	-8.3980900669e-01	2.0193532532e-02
9.3105084000e+07	-8.9301595630e-01	1.3575928521e-02
9.3110256000e+07	-8.4357503393e-01	2.2586989956e-02
9.3115254000e+07	-8.6063184638e-01	1.8856283207e-02
9.3120512000e+07	-8.8017690196e-01	2.3307516713e-02
9.3125423000e+07	-9.0351320215e-01	1.2501141564e-02
9.3130769000e+07	-8.6048524196e-01	2.3813204012e-02
9.3135593000e+07	-8.6581681715e-01	2.2696595140e-02
9.3141025000e+07	-8.5496546900e-01	1.7598581682e-02
9.3145762000e+07	-8.4340058365e-01	8.0428724902e-03
9.3151282000e+07	-8.3893215253e-01	1.5188266492e-02
9.3155932000e+07	-8.8543587824e-01	1.8899885934e-02
9.3161538000e+07	-8.4605712777e-01	2.3518661710e-02
9.3166101000e+07	-8.6865941019e-01	1.8605132229e-02
9.3171794000e+07	-8.3965933044e-01	1.9445550737e-02
9.3176271000e+07	-8.7456855446e-01	2.1666539911e-02
9.3182051000e+07	-8.4773618451e-01	1.6978968999e-02
9.3186440000e+07	-8.8461223633e-01	1.7232737377e-02
9.3192307000e+07	-8.8223640330e-01	2.1339021623e-02
9.3196610000e+07	-8.6369122736e-01	2.3910450848e-02
9.3202564000e+07	-8.9438315264e-01	1.4478136227e-02
9.3206779000e+07	-8.9697064866e-01	1.9239146628e-02
9.3212820000e+07	-8.8467704347e-01	2.4359790244e-02
9.3216949000e+07	-8.5941531920e-01	2.5219622154e-02
9.3223076000e+07	-8.2246375544e-01	1.7802760231e-02
9.3227118000e+07	-8.6316480068e-01	1.7835488005e-02
9.3233333000e+07	-8.4160853352e-01	2.0935332665e-02
9.3237288000e+07	-8.3517870875e-01	1.6470546409e-02
9.3243589000e+07	-8.3396727934e-01	2.4545227976e-02
9.3247457000e+07	-7.8365167125e-01	2.0593897595e-02
9.3253846000e+07	-8.3901726930e-01	2.2632755608e-02
9.3257627000e+07	-7.5490111698e-01	1.5234903950e-02
9.3264102000e+07	-8.2744634781e-01	2.6346144623e-02
9.3267796000e+07	-7.3422698085e-01	1.8382867083e-02
9.3274358000e+07	-8.2745824403e-01	2.8537361807e-02
9.3277966000e+07	-7.4780422791e-01	1.6651911376e-02
9.3284615000e+07	-7.5663132355e-01	2.4128041047e-02
9.3288135000e+07	-7.2918892227e-01	2.2235696419e-02
9.3294871000e+07	-7.4856821193e-01	2.0955682239e-02
9.3298305000e+07	-7.3563994250e-01	1.0936202713e-02
9.3305128000e+07	-7.8556524452e-01	2.7722581411e-02
9.3308474000e+07	-7.8884968402e-01	2.0720049713e-02
9.3315384000e+07	-8.3236386439e-01	1.7935114248e-02
9.3318644000e+07	-7.8898306351e-01	1.6844188544e-02
9.3325641000e+07	-7.9607238645e-01	1.8527028123e-02
9.3328813000e+07	-8.5195958374e-01	1.7001928448e-02
9.3335897000e+07	-8.6434872803e-01	2.1040581793e-02
9.3338983000e+07	-8.2863851388e-01	2.0966435548e-02
9.3346153000e+07	-8.7141550975e-01	2.2167929314e-02
9.3349152000e+07	-8.5208639260e-01	1.9180019307e-02
9.3356410000e+07	-8.9883781664e-01	2.7045075401e-02
9.3359322000e+07	-8.8989216767e-01	1.5173754044e-02
9.3366666000e+07	-8.5875481541e-01	2.5495831186e-02
9.3369491000e+07	-8.6462665063e-01	1.5907105629e-02
9.3376923000e+07	-8.7381582088e-01	2.6394492908e-02
9.3379661000e+07	-8.6920667568e-01	1.7813322612e-02
9.3387179000e+07	-8.3812830829e-01	2.0737829943e-02
9.3389830000e+07	-8.8559186872e-01	1.7082503820e-02
9.3397435000e+07	-8.7720542502e-01	1.7171537686e-02
9.3400000000e+07	-9.0434429977e-01	1.3056717972e-02
9.3407692000e+07	-8.8303992860e-01	1.6957075407e-02
9.3410169000e+07	-8.6563119603e-01	2.1907560569e-02
9.3417948000e+07	-8.4114464703e-01	2.1800021568e-02
9.3420338000e+07	-8.6018572672e-01	3.2154849655e-02
9.3428205000e+07	-8.8149351650e-01	2.3999609530e-02
9.3430508000e+07	-8.9649797418e-01	2.9755021382e-02
9.3438461000e+07	-8.4903083942e-01	1.7028421090e-02
9.3440677000e+07	-8.9608715112e-01	2.6928109749e-02
9.3448717000e+07	-8.6437006346e-01	1.2654222543e-02
9.3450847000e+07	-8.6506159682e-01	2.7020701761e-02
9.3458974000e+07	-8.6958067523e-01	2.3653515270e-02
9.3461016000e+07	-8.6861942082e-01	3.2514694539e-02
9.3469230000e+07	-8.9685207213e-01	2.0587372908e-02
9.3471186000e+07	-8.9372032726e-01	2.7036423748e-02
9.3479487000e+07	-8.4346253959e-01	2.4892568742e-02
9.3481355000e+07	-8.4727849653e-01	2.4006714949e-02
9.3489743000e+07	-8.4876170050e-01	1.3941524912e-02
9.3491525000e+07	-8.6980936002e-01	3.1212288678e-02
9.3500000000e+07	-8.7278496100e-01	1.3095879619e-02
9.3501694000e+07	-8.4947928706e-01	2.2297776118e-02
9.3511864000e+07	-8.7468099403e-01	2.5693244176e-02
9.3522033000e+07	-8.5239982955e-01	2.1210739321e-02
9.3532203000e+07	-8.5395342414e-01	2.2060108130e-02
9.3542372000e+07	-8.6037715918e-01	2.7779123848e-02
9.3552542000e+07	-8.5728292469e-01	2.6806299057e-02
9.3562711000e+07	-8.1968845157e-01	3.0344081022e-02
9.3572881000e+07	-8.4186701579e-01	3.7074533065e-02
9.3583050000e+07	-8.1821945678e-01	2.6612500298e-02
9.3593220000e+07	-8.7248876562e-01	2.5764402258e-02
9.3603389000e+07	-8.5443179646e-01	1.5036707792e-02
9.3613559000e+07	-8.3547983063e-01	1.9835052275e-02
9.3623728000e+07	-8.5585464211e-01	2.4419266816e-02
9.3633898000e+07	-8.5536736869e-01	3.7172890718e-02
9.3644067000e+07	-8.9535804743e-01	2.3441514387e-02
9.3654237000e+07	-8.5194553872e-01	3.0020268055e-02
9.3664406000e+07	-8.3470437129e-01	2.6230548958e-02
9.3674576000e+07	-7.9247077900e-01	2.7908216566e-02
9.3684745000e+07	-8.2746571240e-01	2.4008839610e-02
9.3694915000e+07	-9.0247180855e-01	1.5208474524e-02
9.3705084000e+07	-8.1586049354e-01	2.9040403709e-02
9.3715254000e+07	-8.7079095782e-01	1.9108729668e-02
9.3725423000e+07	-8.5956037197e-01	2.9635949778e-02
9.3735593000e+07	-8.5173731779e-01	1.4801322068e-02
9.3745762000e+07	-8.8572704787e-01	2.6273925986e-02
9.3755932000e+07	-8.6548284886e-01	2.1368778112e-02
9.3766101000e+07	-8.7207148293e-01	2.2894943192e-02
9.3776271000e+07	-8.4134799601e-01	2.0518963966e-02
9.3786440000e+07	-8.6289154800e-01	2.4643637692e-02
9.3796610000e+07	-8.2987979126e-01	3.1038682625e-02
9.3806779000e+07	-8.2352429405e-01	3.3789238970e-02
9.3816949000e+07	-8.5339977703e-01	3.2412732150e-02
9.3827118000e+07	-8.5139747168e-01	2.8981353336e-02
9.3837288000e+07	-9.0543723382e-01	2.1779591624e-02
9.3847457000e+07	-8.7165385373e-01	2.8559605331e-02
9.3857627000e+07	-8.5516424195e-01	2.2614738683e-02
9.3867796000e+07	-8.0298488802e-01	2.5825765154e-02
9.3877966000e+07	-8.4931427709e-01	3.2073473833e-02
9.3888135000e+07	-8.1609654753e-01	2.6930564449e-02
9.3898305000e+07	-8.3454474949e-01	3.0348677557e-02
9.3908474000e+07	-8.7586287561e-01	1.7291038262e-02
9.3918644000e+07	-8.4669248970e-01	2.6938325875e-02
9.3928813000e+07	-8.5902519683e-01	2.7250159894e-02
9.3938983000e+07	-8.4538234348e-01	1.9226351727e-02
9.3949152000e+07	-8.6139988245e-01	2.0989766854e-02
9.3959322000e+07	-8.4725983814e-01	2.8386353877e-02
9.3969491000e+07	-8.4916671750e-01	1.9348809003e-02
9.3979661000e+07	-8.7188800839e-01	2.5095480938e-02
9.3989830000e+07	-8.8426726313e-01	2.3877120736e-02
9.4000000000e+07	-8.6740719787e-01	2.2282890777e-02
9.4010169000e+07	-8.7855181452e-01	2.8530683657e-02
9.4020338000e+07	-8.1278207674e-01	2.1154012451e-02
9.4030508000e+07	-8.4831848954e-01	2.5865292160e-02
9.4040677000e+07	-8.2818061746e-01	2.0183184497e-02
9.4050847000e+07	-8.5744064482e-01	1.8437663641e-02
9.4061016000e+07	-8.4030262646e-01	2.5607977516e-02
9.4071186000e+07	-8.4323416983e-01	2.3687071889e-02
9.4081355000e+07	-8.3937297421e-01	1.7461787460e-02
9.4091525000e+07	-8.1014267353e-01	2.7398175748e-02
9.4101694000e+07	-8.2445033775e-01	2.9091748229e-02
9.4111864000e+07	-8.8071888892e-01	3.0294427034e-02
9.4122033000e+07	-8.8227067145e-01	2.1465168624e-02
9.4132203000e+07	-8.3753432444e-01	2.6830583622e-02
9.4142372000e+07	-8.4213276717e-01	1.8806892059e-02
9.4152542000e+07	-7.9172338117e-01	1.7928164281e-02
9.4162711000e+07	-7.9049760157e-01	2.2000409080e-02
9.4172881000e+07	-7.8108627939e-01	2.2006326050e-02
9.4183050000e+07	-7.0174188238e-01	1.7629759622e-02
9.4193220000e+07	-7.4715980618e-01	1.9194267026e-02
9.4203389000e+07	-7.7457316207e-01	2.3220560836e-02
9.4213559000e+07	-7.7077051931e-01	2.0903603126e-02
9.4223728000e+07	-7.9523409104e-01	2.2995557271e-02
9.4233898000e+07	-8.4317272171e-01	1.9467729938e-02
9.4244067000e+07	-8.8942827115e-01	2.0437440424e-02
9.4254237000e+07	-8.4780041345e-01	2.0090774930e-02
9.4264406000e+07	-8.3079730788e-01	2.6208893374e-02
9.4274576000e+07	-8.1958107837e-01	1.7135471947e-02
9.4284745000e+07	-8.1385508376e-01	2.3069913919e-02
9.4294915000e+07	-8.1401690074e-01	3.1655451462e-02
9.4305084000e+07	-8.2981604029e-01	1.8047349008e-02
9.4315254000e+07	-8.2616774843e-01	1.6069481261e-02
9.4325423000e+07	-7.9772196828e-01	2.4594520022e-02
9.4335593000e+07	-7.9502484327e-01	3.5245242919e-02
9.4345762000e+07	-7.9634774276e-01	2.0015940871e-02
9.4355932000e+07	-8.0592601155e-01	1.9161385363e-02
9.4366101000e+07	-8.4010199594e-01	2.0576814853e-02
9.4376271000e+07	-8.7387327852e-01	2.0518007160e-02
9.4386440000e+07	-8.5104017377e-01	1.6738618199e-02
9.4396610000e+07	-8.5932563269e-01	1.5768772113e-02
9.4406779000e+07	-8.6853634482e-01	1.1748341298e-02
9.4416949000e+07	-8.6529263012e-01	2.2812311422e-02
9.4427118000e+07	-8.7258417034e-01	1.9221416306e-02
9.4437288000e+07	-9.1737426196e-01	1.5536385006e-02
9.4447457000e+07	-8.1185853458e-01	1.6640683012e-02
9.4457627000e+07	-8.8423378991e-01	2.5969109704e-02
9.4467796000e+07	-8.0615264804e-01	2.9887444260e-02
9.4477966000e+07	-8.4309517820e-01	1.9967352456e-02
9.4488135000e+07	-8.5434297559e-01	2.0228584662e-02
9.4498305000e+07	-8.3741633918e-01	2.0034319021e-02
9.4508474000e+07	-8.2667570073e-01	3.0744042942e-02
9.4518644000e+07	-8.4476187679e-01	2.0593227902e-02
9.4528813000e+07	-8.6049021581e-01	2.8169254809e-02
9.4538983000e+07	-8.6915047144e-01	2.1732209926e-02
9.4549152000e+07	-8.5124894913e-01	1.8953704094e-02
9.4559322000e+07	-8.5872462301e-01	2.1715843746e-02
