# freq_Hz	asymmetry	error
9.9131578000e+07	-8.4426066241e-01	1.6423569311e-02
9.9144736000e+07	-8.5147875947e-01	1.7809296737e-02
9.9157894000e+07	-9.1400298982e-01	1.7443528797e-02
9.9171052000e+07	-8.9792975834e-01	1.9269675589e-02
9.9184210000e+07	-8.6832405655e-01	2.2461222285e-02
9.9197368000e+07	-8.9033102837e-01	1.9055761778e-02
9.9210526000e+07	-9.0045289190e-01	1.9501479103e-02
9.9223684000e+07	-8.9273880022e-01	1.9769198511e-02
9.9236842000e+07	-8.9954994891e-01	1.7199541626e-02
9.9250000000e+07	-8.5067684518e-01	1.4422713794e-02
9.9263559000e+07	-8.7637095343e-01	1.9227835683e-02
9.9277118000e+07	-8.5722123902e-01	2.3288154225e-02
9.9290677000e+07	-8.7612230646e-01	2.1739744774e-02
9.9304237000e+07	-8.9036051318e-01	1.9651421988e-02
9.9317796000e+07	-8.7404427846e-01	2.2565539612e-02
9.9331355000e+07	-8.9282869703e-01	2.0332446409e-02
9.9344915000e+07	-8.8159680757e-01	2.1230452843e-02
9.9358474000e+07	-8.9484423775e-01	2.0559000923e-02
9.9372033000e+07	-8.6971992275e-01	1.6505304778e-02
9.9385593000e+07	-8.6973480661e-01	2.6255298402e-02
9.9399152000e+07	-8.5665923254e-01	2.1938377317e-02
9.9412711000e+07	-8.6829565087e-01	1.6624120539e-02
9.9426271000e+07	-8.8444948978e-01	1.7280652891e-02
9.9439830000e+07	-9.0065209751e-01	1.9800624259e-02
9.9453389000e+07	-9.1153100966e-01	1.9801377692e-02
9.9466949000e+07	-8.4718603266e-01	1.9508467266e-02
9.9480508000e+07	-8.7126818864e-01	2.5575506236e-02
9.9494067000e+07	-8.7230979084e-01	1.4541029882e-02
9.9507627000e+07	-9.3095955181e-01	2.1166941182e-02
9.9521186000e+07	-8.3930819938e-01	1.6009986155e-02
9.9534745000e+07	-8.7454617107e-01	1.2082742623e-02
9.9548305000e+07	-8.8879486619e-01	1.2361111167e-02
9.9561864000e+07	-9.0437482818e-01	2.4414371957e-02
9.9575423000e+07	-8.4814626734e-01	2.4807739808e-02
9.9588983000e+07	-8.7510461875e-01	1.4786768977e-02
9.9602542000e+07	-8.5837946021e-01	1.9996652439e-02
9.9616101000e+07	-8.8994791709e-01	1.7363832351e-02
9.9629661000e+07	-8.8479914767e-01	1.3198258411e-02
9.9643220000e+07	-8.6676934933e-01	2.2207132024e-02
9.9656779000e+07	-8.5585045643e-01	1.8809530310e-02
9.9670338000e+07	-8.5878311599e-01	1.9849543156e-02
9.9683898000e+07	-8.8192270554e-01	1.8836393490e-02
9.9697457000e+07	-8.5809139983e-01	1.6179198230e-02
9.9711016000e+07	-8.6400446132e-01	2.6980065158e-02
9.9724576000e+07	-8.7137070866e-01	2.0570772259e-02
9.9738135000e+07	-8.9024958879e-01	2.0529481065e-02
9.9751694000e+07	-9.0608470595e-01	1.6374743800e-02
9.9765254000e+07	-8.6889586026e-01	1.4330470192e-02
9.9778813000e+07	-8.7207150059e-01	2.2085324201e-02
9.9792372000e+07	-8.6876538247e-01	1.4312536948e-02
9.9805932000e+07	-8.5842221333e-01	1.4727655473e-02
9.9819491000e+07	-8.7592630293e-01	1.8947065002e-02
9.9833050000e+07	-8.8899100305e-01	1.3233974098e-02
9.9846610000e+07	-9.0354590996e-01	2.1675653956e-02
9.9860169000e+07	-8.5405992701e-01	1.5953426292e-02
9.9873728000e+07	-8.9424523497e-01	1.8229384901e-02
9.9887288000e+07	-8.4417982472e-01	1.9114993835e-02
9.9900847000e+07	-8.6415671690e-01	2.2372981370e-02
9.9914406000e+07	-8.8495448455e-01	1.7559119164e-02
9.9927966000e+07	-8.5503197053e-01	2.2618682876e-02
9.9941525000e+07	-8.6533285962e-01	2.7938399584e-02
9.9955084000e+07	-8.8835749915e-01	1.4218088887e-02
9.9968644000e+07	-8.5645003179e-01	1.9730159572e-02
9.9982203000e+07	-8.5632455104e-01	1.9746668577e-02
9.9995762000e+07	-9.2193767434e-01	1.8700862091e-02
1.0000932200e+08	-8.6622636824e-01	1.7885637941e-02
1.0002288100e+08	-9.1536340753e-01	1.9334644393e-02
1.0003644000e+08	-8.6705421782e-01	1.5641364978e-02
1.0005000000e+08	-8.9665926643e-01	2.3850727135e-02
