# freq_Hz	asymmetry	error
9.5416949000e+07	-8.3123349292e-01	1.5827907504e-02
9.5427118000e+07	-8.1069064630e-01	3.0813400704e-02
9.5437288000e+07	-8.7880371539e-01	1.1024927494e-02
9.5447457000e+07	-8.6612093699e-01	1.8135576966e-02
9.5457627000e+07	-8.5194495075e-01	1.9783118906e-02
9.5467796000e+07	-8.6914011627e-01	1.2435381323e-02
9.5477966000e+07	-8.1630402973e-01	1.5718812897e-02
9.5488135000e+07	-8.3670477560e-01	2.0822826039e-02
9.5498305000e+07	-8.3803123753e-01	1.5686222277e-02
9.5508474000e+07	-8.4951529584e-01	1.3873487884e-02
9.5518644000e+07	-8.3683298408e-01	2.1616592716e-02
9.5528813000e+07	-8.9699513608e-01	1.8887073786e-02
9.5538983000e+07	-8.5365348454e-01	1.5540018315e-02
9.5549152000e+07	-8.4545842387e-01	2.2953448633e-02
9.5559322000e+07	-8.2336075731e-01	3.5188863200e-02
9.5569491000e+07	-8.4479752740e-01	1.7223589040e-02
9.5579661000e+07	-8.5530992430e-01	1.4895022471e-02
9.5589830000e+07	-7.8844145126e-01	2.3211111813e-02
9.5600000000e+07	-8.5619883293e-01	1.8644937540e-02
9.5610169000e+07	-8.0816274711e-01	1.7127013253e-02
9.5620338000e+07	-8.0198475360e-01	3.5086206759e-02
9.5630508000e+07	-7.7998320400e-01	2.5475206772e-02
9.5640677000e+07	-8.3029687300e-01	2.4589340088e-02
9.5650847000e+07	-8.1473978370e-01	1.2979952870e-02
9.5661016000e+07	-8.8703005772e-01	1.8752408474e-02
9.5671186000e+07	-8.1894350589e-01	2.1467360169e-02
9.5681355000e+07	-8.1342893553e-01	3.0752977589e-02
9.5691525000e+07	-8.7364203729e-01	2.3319536245e-02
9.5701694000e+07	-8.7759388178e-01	1.6203352475e-02
9.5711864000e+07	-8.9616160752e-01	1.7100187174e-02
9.5722033000e+07	-8.3356490571e-01	2.0143621976e-02
9.5732203000e+07	-8.8568332969e-01	2.1367972191e-02
9.5742372000e+07	-8.4283117815e-01	1.2559567817e-02
9.5752542000e+07	-8.5215019587e-01	1.8226805036e-02
9.5762711000e+07	-8.8244550776e-01	1.6598941226e-02
9.5772881000e+07	-8.5215763068e-01	1.9836694334e-02
9.5783050000e+07	-8.8618744667e-01	2.1503019216e-02
9.5793220000e+07	-8.3835782057e-01	1.0361372937e-02
9.5803389000e+07	-8.4554635574e-01	1.6064952657e-02
9.5813559000e+07	-8.4791285832e-01	2.1968127795e-02
9.5823728000e+07	-8.5571759900e-01	2.0273386871e-02
9.5833898000e+07	-8.4153394981e-01	1.4462367507e-02
9.5844067000e+07	-8.4825889379e-01	2.0027249053e-02
9.5854237000e+07	-8.7663489162e-01	1.6448642173e-02
9.5864406000e+07	-8.8906281872e-01	2.1537233733e-02
9.5874576000e+07	-8.5344614294e-01	1.6478023713e-02
9.5884745000e+07	-8.2875994237e-01	1.6521108194e-02
9.5894915000e+07	-8.4935974975e-01	1.7354029725e-02
9.5905084000e+07	-8.3686793617e-01	1.7768706962e-02
9.5915254000e+07	-8.1467941532e-01	1.8247502910e-02
9.5925423000e+07	-8.0412086757e-01	1.6145483167e-02
9.5935593000e+07	-7.6248391552e-01	1.3918580105e-02
9.5937000000e+07	-7.5381285516e-01	9.2434096125e-03
9.5939631000e+07	-7.7387088615e-01	1.1433153591e-02
9.5942263000e+07	-7.8441480866e-01	1.0699688037e-02
9.5944894000e+07	-8.1188924245e-01	1.0152468014e-02
9.5945762000e+07	-7.6784294763e-01	1.9962018055e-02
9.5947526000e+07	-8.0575600023e-01	1.0328163847e-02
9.5950157000e+07	-7.3134279246e-01	1.1119105779e-02
9.5952789000e+07	-7.3243876509e-01	1.0995172504e-02
9.5955421000e+07	-7.1628532328e-01	1.2804061745e-02
9.5955932000e+07	-7.2275458194e-01	1.2827855349e-02
9.5958052000e+07	-7.5722674798e-01	1.2327180292e-02
9.5960684000e+07	-8.1172803460e-01	1.1548691510e-02
9.5963315000e+07	-8.0145529899e-01	1.1852242103e-02
9.5965947000e+07	-7.5182836907e-01	1.1102177663e-02
9.5966101000e+07	-7.2129356216e-01	1.3550310710e-02
9.5968578000e+07	-7.0805189064e-01	1.1809527971e-02
9.5971210000e+07	-6.9941611134e-01	1.2168594990e-02
9.5973842000e+07	-7.3942912773e-01	1.0508081341e-02
9.5976271000e+07	-7.5001074636e-01	1.3635429471e-02
9.5976473000e+07	-7.9374607665e-01	1.0961832873e-02
9.5979105000e+07	-8.2173776556e-01	1.0781659444e-02
9.5981736000e+07	-7.8273803304e-01	1.0512922856e-02
9.5984368000e+07	-7.6335628234e-01	1.1107627447e-02
9.5986440000e+07	-7.6467374291e-01	2.1946052330e-02
9.5987000000e+07	-7.3540309993e-01	1.2296821647e-02
9.5996610000e+07	-8.1753797577e-01	1.2883238399e-02
9.6006779000e+07	-8.4093474576e-01	1.9159171268e-02
9.6016949000e+07	-8.6854432214e-01	2.0018653950e-02
9.6027118000e+07	-8.4961762195e-01	1.7018120377e-02
9.6037288000e+07	-8.7517849305e-01	1.8278889949e-02
9.6047457000e+07	-8.6141007010e-01	1.9813670415e-02
9.6057627000e+07	-8.6563004118e-01	1.8874968304e-02
9.6067796000e+07	-8.3411232333e-01	2.0294814838e-02
9.6077966000e+07	-8.6273610679e-01	2.0647954724e-02
9.6088135000e+07	-8.5461165044e-01	1.8690013088e-02
9.6098305000e+07	-8.0357443164e-01	1.1549288373e-02
9.6108474000e+07	-8.3161848832e-01	1.6502864421e-02
9.6118644000e+07	-8.3719040532e-01	2.0439882392e-02
9.6128813000e+07	-8.4850002823e-01	1.5249936466e-02
9.6138983000e+07	-8.2551323508e-01	2.0028046449e-02
9.6149152000e+07	-8.6068769786e-01	2.9331358810e-02
9.6159322000e+07	-8.5632526120e-01	1.2256969262e-02
9.6169491000e+07	-8.5668699888e-01	2.0116921167e-02
9.6179661000e+07	-8.4504159374e-01	2.2601020542e-02
9.6189830000e+07	-8.7457631208e-01	2.1053952583e-02
9.6200000000e+07	-8.4744303719e-01	1.2565736391e-02
9.6210169000e+07	-8.5219286748e-01	1.9267271807e-02
9.6220338000e+07	-8.6513595492e-01	1.8733005495e-02
9.6230508000e+07	-8.2043635946e-01	1.4255814247e-02
9.6240677000e+07	-8.4074960288e-01	1.3563825885e-02
9.6250847000e+07	-8.2857513920e-01	1.8465058043e-02
9.6261016000e+07	-8.5817230019e-01	1.1229860113e-02
9.6271186000e+07	-8.3988619480e-01	2.1772893295e-02
9.6281355000e+07	-8.6780765976e-01	1.1838609594e-02
9.6291525000e+07	-8.4307755849e-01	1.7575229021e-02
9.6301694000e+07	-8.5893732906e-01	1.2390074633e-02
9.6311864000e+07	-8.7067869519e-01	1.2233326097e-02
9.6322033000e+07	-8.3616177774e-01	1.4017011330e-02
9.6332203000e+07	-8.6092198572e-01	2.4767268638e-02
9.6342372000e+07	-8.1760360950e-01	1.5816381930e-02
9.6352542000e+07	-7.7009736831e-01	1.2339505440e-02
9.6362711000e+07	-7.6384993108e-01	1.5577718385e-02
9.6372881000e+07	-7.1920228612e-01	1.5816475928e-02
9.6383050000e+07	-7.1382235566e-01	1.6904750057e-02
9.6393220000e+07	-7.7243261562e-01	1.7237304238e-02
9.6403389000e+07	-7.4522263459e-01	1.5353086337e-02
9.6413559000e+07	-7.6643324403e-01	1.3455957199e-02
9.6423728000e+07	-7.6798902302e-01	1.8110687290e-02
9.6433898000e+07	-8.2269563596e-01	1.7841934615e-02
9.6444067000e+07	-7.9434452204e-01	1.6928390275e-02
9.6454237000e+07	-7.8294096677e-01	1.3519474670e-02
9.6464406000e+07	-7.5888142279e-01	1.4852922238e-02
9.6474576000e+07	-7.2964459770e-01	2.0284328692e-02
9.6484745000e+07	-7.1032701853e-01	1.0706180584e-02
9.6494915000e+07	-7.4284875002e-01	1.2299416891e-02
9.6505084000e+07	-7.7102231008e-01	1.7226177305e-02
9.6515254000e+07	-8.0185708384e-01	1.2461246011e-02
9.6525423000e+07	-7.9662824796e-01	1.4132993483e-02
9.6535593000e+07	-8.4623266190e-01	1.6239714328e-02
9.6545762000e+07	-8.5284157994e-01	1.5259557455e-02
9.6555932000e+07	-8.5677539716e-01	1.5767371958e-02
9.6566101000e+07	-8.4066855389e-01	1.8965458928e-02
9.6576271000e+07	-8.8468906585e-01	1.5215168632e-02
9.6586440000e+07	-8.5275304641e-01	1.4374546928e-02
9.6596610000e+07	-8.3417800775e-01	2.2366972447e-02
9.6606779000e+07	-8.5102514236e-01	2.2527666073e-02
9.6616949000e+07	-8.2827470238e-01	1.6696007585e-02
9.6627118000e+07	-8.7190436996e-01	1.2897023408e-02
9.6637288000e+07	-8.6503259435e-01	1.5581678687e-02
9.6647457000e+07	-8.6318631854e-01	1.8147320039e-02
9.6657627000e+07	-8.4920330614e-01	1.5626924655e-02
9.6667796000e+07	-8.1775161578e-01	1.3343351765e-02
9.6677966000e+07	-8.3570913334e-01	2.0820764015e-02
9.6688135000e+07	-8.6028033169e-01	1.5070653363e-02
9.6698305000e+07	-8.7296553831e-01	1.5344575437e-02
9.6708474000e+07	-8.7648055311e-01	1.7603189110e-02
9.6718644000e+07	-8.4530793892e-01	2.0382127893e-02
9.6728813000e+07	-8.4851388538e-01	2.2368518283e-02
9.6738983000e+07	-8.5061830002e-01	1.4283907519e-02
9.6749152000e+07	-8.6100360740e-01	1.2271309348e-02
9.6759322000e+07	-8.5400978259e-01	1.2607755662e-02
9.6769491000e+07	-8.4401040775e-01	1.9882852433e-02
9.6779661000e+07	-8.4636739235e-01	1.6726884827e-02
9.6789830000e+07	-8.2805225169e-01	1.5402003366e-02
9.6800000000e+07	-8.2151162661e-01	1.2553727366e-02
9.6810169000e+07	-8.6829634362e-01	1.3248439129e-02
9.6820338000e+07	-8.4674278779e-01	1.7983686552e-02
9.6830508000e+07	-8.4027136957e-01	1.4246212384e-02
9.6840677000e+07	-8.4669562155e-01	1.6210349793e-02
9.6850847000e+07	-8.3768058054e-01	1.8835048533e-02
9.6861016000e+07	-8.4509266888e-01	1.0322863274e-02
9.6871186000e+07	-8.3493854218e-01	1.4279395394e-02
9.6881355000e+07	-8.5086051843e-01	2.2958536093e-02
9.6891525000e+07	-8.3362679135e-01	2.0224881352e-02
9.6901694000e+07	-8.5350415846e-01	1.7501254062e-02
9.6911864000e+07	-8.5943372758e-01	2.0007431919e-02
9.6922033000e+07	-8.4752724411e-01	1.6997714808e-02
9.6932203000e+07	-8.2498907722e-01	1.7481397248e-02
9.6942372000e+07	-8.1097627008e-01	1.4980382988e-02
9.6952542000e+07	-8.0687944806e-01	1.3777628294e-02
9.6962711000e+07	-8.1778438644e-01	1.5244056694e-02
9.6972881000e+07	-8.2284947521e-01	1.5986172945e-02
9.6983050000e+07	-8.3055411333e-01	1.6923955045e-02
9.6993220000e+07	-7.9381437963e-01	1.6744913678e-02
9.7003389000e+07	-7.7922381504e-01	1.4253737141e-02
9.7013559000e+07	-7.5904226897e-01	1.1904315780e-02
9.7023728000e+07	-7.3417202903e-01	1.1547230845e-02
9.7033898000e+07	-7.5217656728e-01	1.7161263928e-02
9.7044067000e+07	-7.4423164863e-01	1.8092521155e-02
9.7054237000e+07	-7.6118831422e-01	1.4181549869e-02
9.7064406000e+07	-7.9235964024e-01	1.6595544675e-02
9.7074576000e+07	-7.9846392387e-01	1.5480033222e-02
9.7084745000e+07	-7.6345193793e-01	1.6596696835e-02
9.7094915000e+07	-7.8081881678e-01	1.7697693513e-02
9.7105084000e+07	-7.2924540053e-01	1.5569942680e-02
9.7115254000e+07	-7.1590406331e-01	1.4631117286e-02
9.7125423000e+07	-7.4476357597e-01	1.5136292028e-02
9.7135593000e+07	-7.5295173775e-01	1.5878083289e-02
9.7145762000e+07	-7.6304782940e-01	1.2410743243e-02
9.7155932000e+07	-8.0568247412e-01	1.7074816499e-02
9.7166101000e+07	-8.1436018134e-01	1.6205917359e-02
9.7176271000e+07	-8.3283673182e-01	1.8442320239e-02
9.7186440000e+07	-8.3861034005e-01	1.5966344778e-02
9.7196610000e+07	-7.9504999912e-01	1.6642782624e-02
9.7206779000e+07	-8.2867206733e-01	1.8737564352e-02
9.7216949000e+07	-8.2072700084e-01	1.4462321393e-02
9.7227118000e+07	-8.3927565847e-01	1.7159815478e-02
9.7237288000e+07	-8.2396500181e-01	1.8215300098e-02
9.7247457000e+07	-8.6463754257e-01	2.1404775700e-02
9.7257627000e+07	-8.5750863978e-01	2.2244101531e-02
9.7267796000e+07	-8.2198087174e-01	1.5457757002e-02
9.7277966000e+07	-8.5385736125e-01	1.1547901691e-02
9.7288135000e+07	-8.6488296815e-01	1.4061746518e-02
9.7298305000e+07	-8.3011241031e-01	1.5236730822e-02
9.7308474000e+07	-8.7277642002e-01	1.3798572561e-02
9.7318644000e+07	-8.6802605616e-01	1.7308287343e-02
9.7328813000e+07	-8.4989333617e-01	1.4959842768e-02
9.7338983000e+07	-8.3961838043e-01	1.4294351031e-02
9.7349152000e+07	-8.4909866806e-01	1.7073940288e-02
9.7359322000e+07	-8.4068269516e-01	1.6094482126e-02
9.7369491000e+07	-8.5968731227e-01	1.3988247098e-02
9.7379661000e+07	-8.2088902507e-01	2.0712102835e-02
9.7389830000e+07	-8.3790296053e-01	1.2366324134e-02
9.7400000000e+07	-8.3816300135e-01	1.2896513680e-02
9.7410169000e+07	-8.1971212982e-01	1.8086756149e-02
9.7420338000e+07	-8.5915276256e-01	1.7259340059e-02
9.7430508000e+07	-8.1684840399e-01	1.6299052804e-02
9.7440677000e+07	-8.1209364118e-01	1.0556812485e-02
9.7450847000e+07	-8.3656532504e-01	1.4140008277e-02
9.7461016000e+07	-8.1888360039e-01	1.4173083514e-02
9.7471186000e+07	-8.2386443249e-01	1.2133967061e-02
9.7481355000e+07	-8.3298662083e-01	1.1968904492e-02
9.7491525000e+07	-8.3379073861e-01	1.5012008744e-02
9.7501694000e+07	-8.6901046065e-01	1.5539192095e-02
9.7511864000e+07	-8.6324837973e-01	1.5871427403e-02
9.7522033000e+07	-8.5951325557e-01	1.2465381680e-02
9.7532203000e+07	-8.6021754610e-01	9.6570621768e-03
9.7542372000e+07	-8.6598612614e-01	1.5540624756e-02
9.7552542000e+07	-8.3007675064e-01	1.9625138053e-02
9.7562711000e+07	-8.4414553921e-01	1.0490168709e-02
9.7572881000e+07	-8.3628017995e-01	1.5515696794e-02
9.7583050000e+07	-8.3688651272e-01	2.0890841922e-02
9.7593220000e+07	-8.1754654544e-01	2.0780738504e-02
9.7603389000e+07	-8.5987130290e-01	1.4793143764e-02
9.7613559000e+07	-8.4936489328e-01	1.5190558211e-02
9.7623728000e+07	-8.0491929330e-01	1.1492925944e-02
9.7633898000e+07	-8.1544973248e-01	1.6294176421e-02
9.7644067000e+07	-8.1879548393e-01	1.0781644936e-02
9.7654237000e+07	-8.0747622462e-01	1.8752895439e-02
9.7664406000e+07	-8.1819033627e-01	1.2784000796e-02
9.7674576000e+07	-8.3208836049e-01	1.0552049386e-02
9.7684745000e+07	-8.3400361265e-01	1.3968338010e-02
9.7694915000e+07	-8.1829777992e-01	1.2066425747e-02
9.7705084000e+07	-8.6763953701e-01	1.4585541803e-02
9.7715254000e+07	-8.3563246660e-01	1.4402528275e-02
9.7725423000e+07	-8.3514141256e-01	1.2826991440e-02
9.7735593000e+07	-8.4423875184e-01	9.3535083965e-03
9.7745762000e+07	-8.2202140588e-01	1.4251196378e-02
9.7755932000e+07	-8.5606956752e-01	1.1730988644e-02
9.7766101000e+07	-8.4699336946e-01	1.1649055008e-02
9.7776271000e+07	-8.4485712741e-01	1.4988146326e-02
9.7786440000e+07	-8.7056465076e-01	1.4600505284e-02
9.7796610000e+07	-8.5287788684e-01	1.3079965891e-02
9.7806779000e+07	-8.4302962127e-01	1.2204669036e-02
9.7816949000e+07	-8.5458363845e-01	1.7906968391e-02
9.7827118000e+07	-8.6006134813e-01	1.6237983812e-02
9.7837288000e+07	-8.7146155195e-01	1.4159763146e-02
9.7847457000e+07	-8.5313993952e-01	1.4437318452e-02
9.7857627000e+07	-8.3745028581e-01	9.9015698049e-03
9.7867796000e+07	-8.5788955259e-01	1.3933232303e-02
9.7877966000e+07	-8.6474472502e-01	1.3630472567e-02
9.7888135000e+07	-8.6297438577e-01	1.3551015106e-02
9.7898305000e+07	-8.3171129261e-01	1.1646419173e-02
9.7908474000e+07	-8.4484294193e-01	1.2593101716e-02
9.7918644000e+07	-8.1658951626e-01	9.7783232906e-03
9.7928813000e+07	-8.6924103813e-01	1.3300190583e-02
9.7938983000e+07	-8.7100156730e-01	1.2056671069e-02
9.7949152000e+07	-8.6045893669e-01	1.6190163309e-02
9.7959322000e+07	-8.4454472370e-01	1.1903848210e-02
9.7969491000e+07	-8.5026336664e-01	1.5957977140e-02
9.7979661000e+07	-8.6445802190e-01	1.3229828917e-02
9.7989830000e+07	-8.5452222627e-01	1.2352802565e-02
9.8000000000e+07	-8.7741395301e-01	1.2313131466e-02
