# freq_Hz	asymmetry	error
9.2863673000e+07	-6.7505684050e-01	1.2137582032e-02
9.2873877000e+07	-6.8862521474e-01	1.4562955967e-02
9.2884081000e+07	-7.2290866065e-01	1.4889834755e-02
9.2894285000e+07	-7.6319220048e-01	1.2955457066e-02
9.2904489000e+07	-7.6635353070e-01	1.5841036316e-02
9.2914693000e+07	-7.7706990119e-01	1.5453318997e-02
9.2924897000e+07	-8.1233745193e-01	1.6261807553e-02
9.2935102000e+07	-8.0332042826e-01	1.4248678206e-02
9.2945306000e+07	-7.9494941566e-01	1.7425001069e-02
9.2955510000e+07	-8.1921805384e-01	1.4407730170e-02
9.2965714000e+07	-8.0398631192e-01	1.4609855229e-02
9.2975918000e+07	-8.2461083302e-01	1.7923354641e-02
9.2986122000e+07	-8.0047006857e-01	1.6811972242e-02
9.2996326000e+07	-7.7019423451e-01	1.3936378399e-02
9.3006530000e+07	-7.7793752552e-01	1.6570240267e-02
9.3016734000e+07	-8.1864010099e-01	1.6854732093e-02
9.3026938000e+07	-8.0531123340e-01	1.6247135892e-02
9.3037142000e+07	-8.0366033539e-01	1.5790501942e-02
9.3047346000e+07	-8.1562764598e-01	1.3906910132e-02
9.3057551000e+07	-8.0366489946e-01	1.4154724026e-02
9.3067755000e+07	-8.2047501784e-01	1.3222037915e-02
9.3077959000e+07	-8.0067445399e-01	1.5205757312e-02
9.3088163000e+07	-7.7331128732e-01	1.4016494379e-02
9.3098367000e+07	-7.9600484807e-01	1.4395461013e-02
9.3108571000e+07	-8.1703426242e-01	1.7973790050e-02
9.3118775000e+07	-8.2414233675e-01	1.4311224269e-02
9.3128979000e+07	-8.4334638880e-01	1.5862755744e-02
9.3139183000e+07	-8.0761165893e-01	1.5501269438e-02
9.3149387000e+07	-7.9678705593e-01	1.6148804197e-02
9.3159591000e+07	-8.2727919500e-01	1.6063876124e-02
9.3169795000e+07	-7.8372479221e-01	1.8906720187e-02
9.3180000000e+07	-7.7118763895e-01	1.5302296450e-02
